Symbol,Entry Date,Exit Date,Entry,Exit,Qty,PNL,Result,ML Conf,AI Score,Equity,Peak,Drawdown (%)
Adaro Energy Tbk.,2021-07-16,2021-07-22,1240,1314.0,23066,1716110.0,TP,0.572,65,116123892.0,138388944.0,-16.08875055799255
Adaro Energy Tbk.,2021-07-22,2021-07-26,1335,1282.0,21746,-1161236.0,SL,0.648,65,114962656.0,138388944.0,-16.92786094241748
Adaro Energy Tbk.,2021-07-28,2021-07-30,1270,1346.0,22630,1724406.0,TP,0.584,65,116687062.0,138388944.0,-15.681803309374192
Adaro Energy Tbk.,2021-09-01,2021-09-07,1320,1345.0,22099,552475.0,TIMEOUT,0.641,65,117239537.0,138388944.0,-15.282584279275952
Adaro Energy Tbk.,2021-09-07,2021-09-10,1345,1350.0,21791,108955.0,TIMEOUT,0.648,65,117348492.0,138388944.0,-15.203853278915114
Adaro Energy Tbk.,2021-09-07,2021-09-15,1345,1390.0,21811,981495.0,TIMEOUT,0.643,65,118329987.0,138388944.0,-14.494623934698136
Adaro Energy Tbk.,2021-09-13,2021-09-20,1340,1320.0,22076,-441520.0,TIMEOUT,0.605,65,117888467.0,138388944.0,-14.81366676228124
Adaro Energy Tbk.,2021-09-16,2021-09-17,1390,1334.0,21202,-1178831.0,SL,0.691,65,116709636.0,138388944.0,-15.66549131265862
Adaro Energy Tbk.,2021-09-22,2021-09-24,1400,1484.0,20841,1750644.0,TP,0.631,65,118460280.0,138388944.0,-14.400474072553079
Adaro Energy Tbk.,2021-09-28,2021-11-01,1740,1670.0,17020,-1184592.0,SL,0.72,65,117275688.0,138388944.0,-15.256461527735915
Adaro Energy Tbk.,2021-11-01,2021-11-08,1685,1695.0,17399,173990.0,TIMEOUT,0.683,65,117449678.0,138388944.0,-15.13073616632265
Adaro Energy Tbk.,2021-11-05,2021-11-09,1645,1744.0,17849,1761696.0,TP,0.674,65,119211374.0,138388944.0,-13.857732739112455
Adaro Energy Tbk.,2021-11-23,2021-11-29,1705,1637.0,17479,-1192068.0,SL,0.591,65,118019306.0,138388944.0,-14.719122359948061
Adaro Energy Tbk.,2022-01-06,2022-01-07,2300,2438.0,12828,1770264.0,TP,0.692,65,119789570.0,138388944.0,-13.439927686708847
Adaro Energy Tbk.,2022-01-07,2022-01-07,2430,2333.0,12324,-1197893.0,SL,0.697,65,118591677.0,138388944.0,-14.305526458818848
Adaro Energy Tbk.,2022-01-12,2022-01-17,2310,2218.0,12834,-1185862.0,SL,0.67,65,117405816.0,138388944.0,-15.162430894768589
Adaro Energy Tbk.,2022-01-17,2022-01-20,2260,2310.0,12987,649350.0,TIMEOUT,0.65,65,118055166.0,138388944.0,-14.693209885321476
Adaro Energy Tbk.,2022-01-17,2022-01-25,2260,2170.0,13059,-1180534.0,SL,0.677,65,116874632.0,138388944.0,-15.546265025333236
Adaro Energy Tbk.,2022-02-09,2022-02-14,2210,2230.0,13221,264420.0,TIMEOUT,0.559,65,117139052.0,138388944.0,-15.355194848513332
Adaro Energy Tbk.,2022-02-15,2022-02-17,2290,2198.0,12788,-1171381.0,SL,0.615,65,115967671.0,138388944.0,-16.201636020865944
Adaro Energy Tbk.,2022-02-21,2022-02-23,2220,2320.0,13059,1305900.0,TIMEOUT,0.557,65,117273571.0,138388944.0,-15.25799127421624
Adaro Energy Tbk.,2022-02-22,2022-02-24,2230,2364.0,13147,1759069.0,TP,0.585,65,119032640.0,138388944.0,-13.986886120035717
Adaro Energy Tbk.,2022-03-01,2022-03-02,2580,2735.0,11534,1785463.0,TP,0.693,65,120818103.0,138388944.0,-12.696708633024903
Adaro Energy Tbk.,2022-03-07,2022-03-08,3240,3110.0,9322,-1208131.0,SL,0.743,65,119609972.0,138388944.0,-13.569705394962767
Adaro Energy Tbk.,2022-03-10,2022-03-15,2980,2861.0,10034,-1196053.0,SL,0.688,65,118413919.0,138388944.0,-14.433974581090814
Adaro Energy Tbk.,2022-03-11,2022-03-11,3000,2880.0,9867,-1184040.0,SL,0.688,65,117229879.0,138388944.0,-15.289563160479064
Adaro Minerals Indonesia Tbk.,2022-01-27,2022-01-27,1050,1008.0,27911,-1172262.0,SL,0.681,65,116057617.0,138388944.0,-16.13664094438064
Adaro Minerals Indonesia Tbk.,2022-02-02,2022-02-03,1185,1138.0,24484,-1160542.0,SL,0.662,65,114897076.0,138388944.0,-16.975249121056954
Adaro Minerals Indonesia Tbk.,2022-02-07,2022-02-09,1240,1190.0,23164,-1148934.0,SL,0.676,65,113748141.0,138388944.0,-17.805470789631865
Adaro Minerals Indonesia Tbk.,2022-02-15,2022-02-17,1210,1162.0,23501,-1137448.0,SL,0.551,65,112610693.0,138388944.0,-18.627391939633558
Adaro Minerals Indonesia Tbk.,2022-02-25,2022-03-01,1250,1325.0,22522,1689150.0,TP,0.568,65,114299843.0,138388944.0,-17.40681033016626
Adaro Minerals Indonesia Tbk.,2022-03-07,2022-03-08,1690,1622.0,16908,-1142981.0,SL,0.678,65,113156862.0,138388944.0,-18.23272963192782
Adaro Minerals Indonesia Tbk.,2022-03-10,2022-03-15,1680,1613.0,16838,-1131514.0,SL,0.669,65,112025348.0,138388944.0,-19.05036286713771
Adaro Minerals Indonesia Tbk.,2022-03-11,2022-03-15,1675,1608.0,16720,-1120240.0,SL,0.661,65,110905108.0,138388944.0,-19.859849497803815
Adaro Minerals Indonesia Tbk.,2022-03-15,2022-03-15,1625,1722.0,17062,1663545.0,TP,0.666,65,112568653.0,138388944.0,-18.65777008891693
Adaro Minerals Indonesia Tbk.,2022-03-18,2022-03-22,1830,1850.0,15378,307560.0,TIMEOUT,0.688,65,112876213.0,138388944.0,-18.43552690162879
Adaro Minerals Indonesia Tbk.,2022-03-23,2022-03-28,1965,2083.0,14360,1693044.0,TP,0.611,65,114569257.0,138388944.0,-17.21213148356707
Adaro Minerals Indonesia Tbk.,2022-03-28,2022-04-01,2110,2237.0,13574,1718468.0,TP,0.729,65,116287726.0,138388944.0,-15.97036393311882
Adaro Minerals Indonesia Tbk.,2022-04-04,2022-04-05,2370,2275.0,12266,-1162817.0,SL,0.739,65,115124909.0,138388944.0,-16.810616749846723
Adaro Minerals Indonesia Tbk.,2022-04-06,2022-04-11,2430,2576.0,11844,1726855.0,TP,0.733,65,116851764.0,138388944.0,-15.562789466765494
Adaro Minerals Indonesia Tbk.,2022-04-07,2022-04-11,2420,2565.0,12071,1752709.0,TP,0.727,65,118604473.0,138388944.0,-14.296280055435643
Adaro Minerals Indonesia Tbk.,2022-04-13,2022-04-18,2750,2915.0,10782,1779030.0,TP,0.712,65,120383503.0,138388944.0,-13.010751061154133
Adaro Minerals Indonesia Tbk.,2022-04-18,2022-04-20,2960,2842.0,10167,-1203773.0,SL,0.714,65,119179731.0,138388944.0,-13.880598004996699
Adaro Minerals Indonesia Tbk.,2022-04-20,2022-04-21,2790,2678.0,10679,-1191776.0,SL,0.687,65,117987954.0,138388944.0,-14.741777348918855
Adaro Minerals Indonesia Tbk.,2022-04-27,2022-05-09,2670,2563.0,11047,-1179820.0,SL,0.596,65,116808135.0,138388944.0,-15.594315829160458
Adaro Minerals Indonesia Tbk.,2022-05-11,2022-05-13,2450,2352.0,11919,-1168062.0,SL,0.554,65,115640073.0,138388944.0,-16.43835868853801
Adaro Minerals Indonesia Tbk.,2022-06-09,2022-06-10,2450,2352.0,11800,-1156400.0,SL,0.567,65,114483673.0,138388944.0,-17.273974574153844
Adaro Minerals Indonesia Tbk.,2022-07-08,2022-07-11,1760,1690.0,16261,-1144774.0,SL,0.562,65,113338898.0,138388944.0,-18.101190222247812
Adaro Minerals Indonesia Tbk.,2022-07-19,2022-07-21,1680,1781.0,16865,1699992.0,TP,0.6,65,115038890.0,138388944.0,-16.872774171902055
Adaro Minerals Indonesia Tbk.,2022-07-22,2022-07-27,1770,1699.0,16248,-1150358.0,SL,0.577,65,113888532.0,138388944.0,-17.70402410180975
Adaro Minerals Indonesia Tbk.,2022-07-22,2022-07-27,1770,1699.0,16085,-1138818.0,SL,0.577,65,112749714.0,138388944.0,-18.52693521528714
Adhi Commuter Properti Tbk.,2022-05-30,2022-06-02,79,78.0,356802,-356802.0,TIMEOUT,0.574,65,112392912.0,138388944.0,-18.784760724816284
Adhi Commuter Properti Tbk.,2022-06-02,2022-06-07,78,77.0,360233,-360233.0,TIMEOUT,0.577,65,112032679.0,138388944.0,-19.045065478641128
Adhi Commuter Properti Tbk.,2022-06-02,2022-06-08,78,83.0,359079,1680490.0,TP,0.651,65,113713169.0,138388944.0,-17.83074159450194
Adhi Commuter Properti Tbk.,2022-06-08,2022-06-09,82,87.0,346686,1705695.0,TP,0.671,65,115418864.0,138388944.0,-16.598204550213204
Adhi Commuter Properti Tbk.,2022-06-13,2022-06-20,78,77.0,369932,-369932.0,TIMEOUT,0.562,65,115048932.0,138388944.0,-16.86551781188532
Adhi Commuter Properti Tbk.,2022-06-16,2022-06-23,78,78.0,368746,0.0,TIMEOUT,0.593,65,115048932.0,138388944.0,-16.86551781188532
Adhi Commuter Properti Tbk.,2022-06-22,2022-06-29,77,82.0,373535,1725732.0,TP,0.55,65,116774663.0,138388944.0,-15.618502732414811
Adhi Commuter Properti Tbk.,2022-06-27,2022-07-01,79,78.0,369540,-369540.0,TIMEOUT,0.599,65,116405123.0,138388944.0,-15.885532734464682
Adhi Commuter Properti Tbk.,2022-07-25,2022-07-29,75,74.0,388017,-388017.0,TIMEOUT,0.566,65,116017106.0,138388944.0,-16.165914236617052
Adhi Commuter Properti Tbk.,2025-09-18,2025-09-22,63,60.0,460385,-1160170.0,SL,0.624,65,114856936.0,138388944.0,-17.00425432829374
Adhi Kartiko Pratama Tbk.,2025-09-26,2025-09-30,450,442.0,63809,-510472.0,TIMEOUT,0.612,65,114346464.0,138388944.0,-17.373121945348466
Adhi Kartiko Pratama Tbk.,2025-09-29,2025-11-03,448,430.0,63809,-1143457.0,SL,0.611,65,113203007.0,138388944.0,-18.19938520522275
Adhi Karya (Persero) Tbk.,2020-04-13,2020-04-16,635,610.0,44568,-1132027.0,SL,0.648,65,112070980.0,138388944.0,-19.01738913478522
Adhi Karya (Persero) Tbk.,2020-04-20,2020-04-21,615,590.0,45557,-1120702.0,SL,0.597,65,110950278.0,138388944.0,-19.827209607148962
Adhi Karya (Persero) Tbk.,2020-05-28,2020-05-29,530,509.0,52335,-1109502.0,SL,0.571,65,109840776.0,138388944.0,-20.628936947448633
Adhi Karya (Persero) Tbk.,2020-06-08,2020-06-09,660,700.0,41606,1647598.0,TP,0.711,65,111488373.0,138388944.0,-19.438381580540135
Adhi Karya (Persero) Tbk.,2020-06-11,2020-06-12,605,581.0,46069,-1114870.0,SL,0.665,65,110373503.0,138388944.0,-20.243987843421944
Adhi Karya (Persero) Tbk.,2020-06-16,2020-06-23,630,605.0,43799,-1103735.0,SL,0.645,65,109269769.0,138388944.0,-21.041547220708615
Adhi Karya (Persero) Tbk.,2020-07-02,2020-07-03,665,638.0,41078,-1092675.0,SL,0.627,65,108177094.0,138388944.0,-21.831115352683085
Adhi Karya (Persero) Tbk.,2020-11-04,2020-11-09,580,615.0,46628,1622654.0,TP,0.583,65,109799748.0,138388944.0,-20.65858382444193
Adhi Karya (Persero) Tbk.,2020-11-10,2020-11-12,670,710.0,40970,1646994.0,TP,0.745,65,111446742.0,138388944.0,-19.46846418598295
Adhi Karya (Persero) Tbk.,2020-11-13,2020-11-16,700,742.0,39802,1671684.0,TP,0.766,65,113118426.0,138388944.0,-18.260503526929146
Adhi Karya (Persero) Tbk.,2020-11-19,2020-11-24,925,980.0,30572,1696746.0,TP,0.768,65,114815172.0,138388944.0,-17.034433039679815
Adhi Karya (Persero) Tbk.,2020-11-25,2020-11-27,1070,1134.0,26825,1722165.0,TP,0.756,65,116537337.0,138388944.0,-15.789994755650422
Adhi Karya (Persero) Tbk.,2021-01-05,2021-01-06,1675,1608.0,17393,-1165331.0,SL,0.727,65,115372006.0,138388944.0,-16.63206419148628
Adhi Karya (Persero) Tbk.,2021-01-08,2021-01-11,1795,1723.0,16068,-1153682.0,SL,0.652,65,114218324.0,138388944.0,-17.46571604737442
Adhi Karya (Persero) Tbk.,2021-01-13,2021-01-18,1805,1913.0,15819,1713198.0,TP,0.691,65,115931521.0,138388944.0,-16.2277580498049
Adhi Karya (Persero) Tbk.,2021-01-19,2021-01-20,1735,1666.0,16704,-1159258.0,SL,0.626,65,114772264.0,138388944.0,-17.065438406698153
Adhi Karya (Persero) Tbk.,2021-02-25,2021-02-26,1415,1358.0,20277,-1147678.0,SL,0.573,65,113624586.0,138388944.0,-17.89475176571909
Adhi Karya (Persero) Tbk.,2021-04-21,2021-04-23,1105,1105.0,25706,0.0,TIMEOUT,0.569,65,113624586.0,138388944.0,-17.89475176571909
Adhi Karya (Persero) Tbk.,2021-04-22,2021-04-29,1100,1166.0,25823,1704318.0,TP,0.551,65,115328904.0,138388944.0,-16.663209743113583
Adhi Karya (Persero) Tbk.,2021-05-05,2021-05-17,1165,1118.0,24748,-1153257.0,SL,0.718,65,114175647.0,138388944.0,-17.496554493543933
Adhi Karya (Persero) Tbk.,2021-07-27,2021-07-28,740,710.0,38572,-1141731.0,SL,0.592,65,113033916.0,138388944.0,-18.321570543959062
Adhi Karya (Persero) Tbk.,2021-09-01,2021-09-06,730,774.0,38710,1695498.0,TP,0.581,65,114729414.0,138388944.0,-17.096401862854016
Adhi Karya (Persero) Tbk.,2021-09-06,2021-09-07,840,806.0,34145,-1147272.0,SL,0.676,65,113582142.0,138388944.0,-17.925421845837626
Adhi Karya (Persero) Tbk.,2021-09-10,2021-09-15,820,869.0,34628,1703698.0,TP,0.606,65,115285839.0,138388944.0,-16.69432855850103
Adhi Karya (Persero) Tbk.,2021-09-23,2021-09-29,905,959.0,31846,1729238.0,TP,0.671,65,117015077.0,138388944.0,-15.444779317052957
Adhi Karya (Persero) Tbk.,2021-09-28,2021-11-01,920,975.0,31797,1755194.0,TP,0.646,65,118770271.0,138388944.0,-14.176474242046389
Adhi Karya (Persero) Tbk.,2021-11-03,2021-11-10,1100,1140.0,26993,1079720.0,TIMEOUT,0.683,65,119849991.0,138388944.0,-13.396267407026388
Adhi Karya (Persero) Tbk.,2021-11-09,2021-11-16,1120,1095.0,26752,-668800.0,TIMEOUT,0.709,65,119181191.0,138388944.0,-13.879543007424061
Adhi Karya (Persero) Tbk.,2021-11-12,2021-11-19,1110,1115.0,26842,134210.0,TIMEOUT,0.69,65,119315401.0,138388944.0,-13.78256271685981
Adhi Karya (Persero) Tbk.,2021-11-22,2021-11-26,1140,1094.0,26165,-1193124.0,SL,0.654,65,118122277.0,138388944.0,-14.644715404432887
Adhi Karya (Persero) Tbk.,2022-02-07,2022-02-10,885,920.0,33367,1167845.0,TIMEOUT,0.656,65,119290122.0,138388944.0,-13.800829349489074
Adhi Karya (Persero) Tbk.,2022-02-16,2022-02-22,935,898.0,31895,-1192873.0,SL,0.707,65,118097249.0,138388944.0,-14.662800664191785
Adhi Karya (Persero) Tbk.,2022-03-22,2022-03-24,735,740.0,40169,200845.0,TIMEOUT,0.564,65,118298094.0,138388944.0,-14.51766985085167
Adhi Karya (Persero) Tbk.,2022-03-23,2022-03-28,715,740.0,41362,1034050.0,TIMEOUT,0.562,65,119332144.0,138388944.0,-13.770464207025093
Adhi Karya (Persero) Tbk.,2022-03-24,2022-04-01,740,725.0,40314,-604710.0,TIMEOUT,0.588,65,118727434.0,138388944.0,-14.207428304388248
Adhi Karya (Persero) Tbk.,2022-04-21,2022-04-26,725,715.0,40940,-409400.0,TIMEOUT,0.566,65,118318034.0,138388944.0,-14.503261185373306
Adhi Karya (Persero) Tbk.,2022-05-27,2022-05-31,715,725.0,41369,413690.0,TIMEOUT,0.562,65,118731724.0,138388944.0,-14.204328345767275
Adhi Karya (Persero) Tbk.,2022-05-31,2022-06-02,725,725.0,40941,0.0,TIMEOUT,0.628,65,118731724.0,138388944.0,-14.204328345767275
Adhi Karya (Persero) Tbk.,2022-06-02,2022-06-07,725,720.0,40941,-204705.0,TIMEOUT,0.657,65,118527019.0,138388944.0,-14.352248399265191
Adhi Karya (Persero) Tbk.,2022-06-02,2022-06-08,725,768.0,40871,1777888.0,TP,0.657,65,120304908.0,138388944.0,-13.067543892812708
Adhi Karya (Persero) Tbk.,2022-06-08,2022-06-13,775,744.0,38808,-1203048.0,SL,0.716,65,119101860.0,138388944.0,-13.93686767347542
Adhi Karya (Persero) Tbk.,2022-06-16,2022-06-23,735,779.0,40510,1786491.0,TP,0.592,65,120888351.0,138388944.0,-12.645947352557297
Adhi Karya (Persero) Tbk.,2022-06-21,2022-06-23,735,779.0,41118,1813304.0,TP,0.58,65,122701655.0,138388944.0,-11.335651928957562
Adhi Karya (Persero) Tbk.,2022-06-27,2022-06-30,805,773.0,38106,-1227013.0,SL,0.643,65,121474642.0,138388944.0,-12.222292844434163
Adhi Karya (Persero) Tbk.,2022-06-30,2022-07-01,770,739.0,39439,-1214721.0,SL,0.577,65,120259920.0,138388944.0,-13.100052270071515
Adhi Karya (Persero) Tbk.,2022-07-01,2022-07-05,755,725.0,39821,-1202594.0,SL,0.616,65,119057326.0,138388944.0,-13.969047989845201
Adhi Karya (Persero) Tbk.,2022-07-25,2022-07-27,765,734.0,38907,-1190554.0,SL,0.668,65,117866772.0,138388944.0,-14.829343592650002
Adhi Karya (Persero) Tbk.,2025-09-22,2025-09-25,282,276.0,104491,-626946.0,TIMEOUT,0.606,65,117239826.0,138388944.0,-15.282375447564656
Adhi Karya (Persero) Tbk.,2025-09-23,2025-09-29,280,278.0,104678,-209356.0,TIMEOUT,0.599,65,117030470.0,138388944.0,-15.433656318672393
Adhi Karya (Persero) Tbk.,2025-09-29,2025-11-03,278,267.0,105243,-1170302.0,SL,0.566,65,115860168.0,138388944.0,-16.27931780446276
Adi Sarana Armada Tbk.,2020-04-15,2020-04-16,340,326.0,85191,-1158598.0,SL,0.608,65,114701570.0,138388944.0,-17.11652196724617
Adi Sarana Armada Tbk.,2020-04-20,2020-04-21,354,340.0,81003,-1147002.0,SL,0.624,65,113554568.0,138388944.0,-17.94534684793895
Adi Sarana Armada Tbk.,2020-04-23,2020-04-24,364,349.0,77990,-1135534.0,SL,0.608,65,112419033.0,138388944.0,-18.765885662080056
Adi Sarana Armada Tbk.,2020-04-28,2020-04-30,350,371.0,80299,1686279.0,TP,0.579,65,114105312.0,138388944.0,-17.547378640305254
Adi Sarana Armada Tbk.,2020-05-04,2020-05-08,346,332.0,82446,-1141053.0,SL,0.582,65,112964260.0,138388944.0,-18.371904044588998
Adi Sarana Armada Tbk.,2020-05-13,2020-05-14,338,324.0,83553,-1129637.0,SL,0.572,65,111834623.0,138388944.0,-19.18818095757707
Adi Sarana Armada Tbk.,2020-05-19,2020-05-28,336,356.0,83210,1677514.0,TP,0.58,65,113512137.0,138388944.0,-17.976007534243486
Adi Sarana Armada Tbk.,2020-05-28,2020-05-29,366,351.0,77535,-1135112.0,SL,0.596,65,112377024.0,138388944.0,-18.796241410730037
Adi Sarana Armada Tbk.,2020-06-03,2020-06-05,384,407.0,73162,1685652.0,TP,0.624,65,114062677.0,138388944.0,-17.57818673722953
Adi Sarana Armada Tbk.,2020-06-10,2020-06-12,420,403.0,67894,-1140619.0,SL,0.66,65,112922058.0,138388944.0,-18.402399255246866
Adi Sarana Armada Tbk.,2020-06-16,2020-06-19,408,432.0,69192,1693820.0,TP,0.617,65,114615878.0,138388944.0,-17.178443098749277
Adi Sarana Armada Tbk.,2020-06-19,2020-06-22,436,419.0,65720,-1146157.0,SL,0.651,65,113469721.0,138388944.0,-18.006657381531866
Adi Sarana Armada Tbk.,2020-07-02,2020-07-07,408,432.0,69528,1702045.0,TP,0.564,65,115171766.0,138388944.0,-16.77675783117472
Adi Sarana Armada Tbk.,2020-07-07,2020-07-10,434,440.0,66343,398058.0,TIMEOUT,0.625,65,115569824.0,138388944.0,-16.489120691606693
Adi Sarana Armada Tbk.,2020-07-07,2020-07-14,434,460.0,66572,1733535.0,TP,0.618,65,117303359.0,138388944.0,-15.236466433330106
Adi Sarana Armada Tbk.,2020-07-13,2020-07-14,438,464.0,66953,1759525.0,TP,0.628,65,119062884.0,138388944.0,-13.965031773058403
Adi Sarana Armada Tbk.,2020-07-16,2020-07-20,500,480.0,59531,-1190620.0,SL,0.702,65,117872264.0,138388944.0,-14.825375067534296
Adi Sarana Armada Tbk.,2020-07-23,2020-07-28,525,520.0,56129,-280645.0,TIMEOUT,0.686,65,117591619.0,138388944.0,-15.028169446830955
Adi Sarana Armada Tbk.,2020-09-01,2020-09-03,565,542.0,52031,-1175901.0,SL,0.701,65,116415718.0,138388944.0,-15.877876776052283
Adi Sarana Armada Tbk.,2020-09-04,2020-09-09,550,528.0,52916,-1164152.0,SL,0.667,65,115251566.0,138388944.0,-16.71909426521818
Adi Sarana Armada Tbk.,2020-09-10,2020-09-10,490,519.0,58801,1728749.0,TP,0.585,65,116980316.0,138388944.0,-15.469897653095757
Adi Sarana Armada Tbk.,2020-11-06,2020-11-10,505,535.0,57911,1754703.0,TP,0.56,65,118735019.0,138388944.0,-14.201947375218065
Adi Sarana Armada Tbk.,2020-11-11,2020-11-17,515,520.0,57638,288190.0,TIMEOUT,0.637,65,119023209.0,138388944.0,-13.993700970794315
Adi Sarana Armada Tbk.,2020-11-16,2020-11-19,515,520.0,57778,288890.0,TIMEOUT,0.642,65,119312099.0,138388944.0,-13.784948745616557
Adi Sarana Armada Tbk.,2020-11-17,2020-11-20,520,515.0,57361,-286805.0,TIMEOUT,0.707,65,119025294.0,138388944.0,-13.992194347548455
Adi Sarana Armada Tbk.,2020-11-20,2020-11-24,515,546.0,57779,1785371.0,TP,0.619,65,120810665.0,138388944.0,-12.702083339836742
Adi Sarana Armada Tbk.,2020-11-20,2020-11-24,515,546.0,58645,1812130.0,TP,0.619,65,122622796.0,138388944.0,-11.392635527300504
Adi Sarana Armada Tbk.,2020-11-27,2020-11-30,540,518.0,56769,-1226210.0,SL,0.629,65,121396585.0,138388944.0,-12.278696916713232
Adi Sarana Armada Tbk.,2021-01-11,2021-01-12,730,701.0,41574,-1213961.0,SL,0.694,65,120182625.0,138388944.0,-13.155905720329796
Adi Sarana Armada Tbk.,2021-01-18,2021-01-19,810,778.0,37093,-1201813.0,SL,0.707,65,118980811.0,138388944.0,-14.024337811263305
Adi Sarana Armada Tbk.,2021-01-21,2021-01-25,830,797.0,35837,-1189788.0,SL,0.721,65,117791023.0,138388944.0,-14.88407990164301
Adi Sarana Armada Tbk.,2021-01-27,2021-01-27,800,768.0,36809,-1177888.0,SL,0.658,65,116613135.0,138388944.0,-15.735223039204635
Adi Sarana Armada Tbk.,2021-01-27,2021-02-01,800,848.0,36441,1749168.0,TP,0.664,65,118362303.0,138388944.0,-14.471272358288969
Adi Sarana Armada Tbk.,2021-02-05,2021-02-11,1010,1071.0,29297,1775398.0,TP,0.678,65,120137701.0,138388944.0,-13.188367851119667
Adi Sarana Armada Tbk.,2021-02-10,2021-02-11,1040,1102.0,28879,1802050.0,TP,0.697,65,121939751.0,138388944.0,-11.886204580042174
Adi Sarana Armada Tbk.,2021-02-15,2021-02-17,1180,1133.0,25834,-1219365.0,SL,0.752,65,120720386.0,138388944.0,-12.767319042480734
Adi Sarana Armada Tbk.,2021-02-23,2021-02-24,1330,1277.0,22691,-1207161.0,SL,0.722,65,119513225.0,138388944.0,-13.63961488137376
Adi Sarana Armada Tbk.,2021-03-03,2021-03-05,1205,1277.0,24795,1792678.0,TP,0.578,65,121305903.0,138388944.0,-12.344223827591314
Adi Sarana Armada Tbk.,2021-03-05,2021-03-05,1440,1382.0,21060,-1213056.0,SL,0.641,65,120092847.0,138388944.0,-13.220779399834138
Adi Sarana Armada Tbk.,2021-03-09,2021-03-09,1675,1776.0,17924,1801362.0,TP,0.671,65,121894209.0,138388944.0,-11.919113278297724
Adi Sarana Armada Tbk.,2021-03-09,2021-03-09,1675,1776.0,18193,1828396.0,TP,0.662,65,123722606.0,138388944.0,-10.597911636640568
Adi Sarana Armada Tbk.,2021-03-09,2021-03-09,1675,1776.0,18466,1855833.0,TP,0.65,65,125578439.0,138388944.0,-9.256884711830738
Adi Sarana Armada Tbk.,2021-03-12,2021-03-16,1715,1818.0,18305,1883585.0,TP,0.687,65,127462023.0,138388944.0,-7.895804884528926
Adi Sarana Armada Tbk.,2021-03-17,2021-03-22,1910,1834.0,16683,-1274581.0,SL,0.722,65,126187442.0,138388944.0,-8.816818488043381
Adi Sarana Armada Tbk.,2021-03-18,2021-03-22,1900,1824.0,16603,-1261828.0,SL,0.734,65,124925614.0,138388944.0,-9.728616760020945
Adi Sarana Armada Tbk.,2021-03-22,2021-03-24,1690,1622.0,18480,-1249248.0,SL,0.68,65,123676366.0,138388944.0,-10.631324710447968
Adi Sarana Armada Tbk.,2021-03-24,2021-03-25,1640,1574.0,18853,-1236757.0,SL,0.661,65,122439609.0,138388944.0,-11.525006650820314
Adi Sarana Armada Tbk.,2021-03-26,2021-03-31,1740,1670.0,17591,-1224334.0,SL,0.567,65,121215276.0,138388944.0,-12.409710995410153
Adi Sarana Armada Tbk.,2021-04-06,2021-04-12,1980,1901.0,15304,-1212077.0,SL,0.572,65,120003199.0,138388944.0,-13.285559141198448
Adi Sarana Armada Tbk.,2021-04-13,2021-04-15,1955,2072.0,15345,1799969.0,TP,0.625,65,121803167.0,138388944.0,-11.98490032556358
Adi Sarana Armada Tbk.,2021-04-16,2021-04-19,2160,2290.0,14097,1826971.0,TP,0.679,65,123630139.0,138388944.0,-10.664728390441363
Adi Sarana Armada Tbk.,2021-04-27,2021-05-03,2170,2120.0,14243,-712150.0,TIMEOUT,0.635,65,122917989.0,138388944.0,-11.179328747533473
Adi Sarana Armada Tbk.,2021-05-03,2021-05-05,2120,2035.0,14495,-1229176.0,SL,0.625,65,121688813.0,138388944.0,-12.067532649139949
Adi Sarana Armada Tbk.,2021-05-03,2021-05-05,2120,2035.0,14350,-1216880.0,SL,0.625,65,120471933.0,138388944.0,-12.94685144790179
Adi Sarana Armada Tbk.,2021-05-28,2021-05-31,2130,2258.0,14139,1806964.0,TP,0.574,65,122278897.0,138388944.0,-11.641137315131186
Adi Sarana Armada Tbk.,2021-06-03,2021-06-07,2180,2093.0,14022,-1222718.0,SL,0.636,65,121056178.0,138388944.0,-12.524675381582506
Adi Sarana Armada Tbk.,2021-06-08,2021-06-09,2280,2417.0,13273,1815746.0,TP,0.689,65,122871925.0,138388944.0,-11.212614643551294
Adi Sarana Armada Tbk.,2021-06-11,2021-06-14,2390,2294.0,12852,-1228651.0,SL,0.7,65,121643274.0,138388944.0,-12.100439179592264
Adi Sarana Armada Tbk.,2021-06-21,2021-06-25,2450,2352.0,12412,-1216376.0,SL,0.625,65,120426898.0,138388944.0,-12.979393787411226
Adi Sarana Armada Tbk.,2021-07-06,2021-07-09,2480,2629.0,12139,1806283.0,TP,0.596,65,122233181.0,138388944.0,-11.674171745974158
Adi Sarana Armada Tbk.,2021-07-09,2021-07-12,2620,2515.0,11663,-1222282.0,SL,0.626,65,121010898.0,138388944.0,-12.55739475835584
Adi Sarana Armada Tbk.,2021-07-23,2021-07-26,2350,2256.0,12873,-1210062.0,SL,0.58,65,119800836.0,138388944.0,-13.431786862973677
Adi Sarana Armada Tbk.,2021-07-28,2021-07-30,2460,2362.0,12174,-1197922.0,SL,0.56,65,118602915.0,138388944.0,-14.297405867913843
Adi Sarana Armada Tbk.,2021-09-01,2021-09-02,2640,2798.0,11231,1778990.0,TP,0.589,65,120381905.0,138388944.0,-13.01190577767542
Adi Sarana Armada Tbk.,2021-09-10,2021-09-14,2660,2820.0,11314,1805714.0,TP,0.663,65,122187620.0,138388944.0,-11.707094173650171
